Category,Product Name,Location,Price,Overall Rating,Number Sold,Total Review,Customer Rating,Customer Review,Sentiment,Emotion,Product Short
Office & Stationery,correction tape / pita koreksi joyko ct-522,Jakarta Utara,5640,4.9,11100,2134,1,"seller tdk kooperatif, menyebalkan!!!!",Negative,Anger,correction tape / pita ko...
Office & Stationery,refill isi pulpen frixion pilot 0.7/0.5 atk - 0.5 hitam,Jakarta Barat,11799,4.9,38000,2348,1,beli bolpen dan refill... kok yg dikirim mainan anak. bagaimana tanggung jawab toko nih!!!,Negative,Anger,refill isi pulpen frixion...
Office & Stationery,refill isi pulpen frixion pilot 0.7/0.5 atk - 0.5 hitam,Jakarta Barat,11799,4.9,38000,2348,1,pelayanannya sangat buruk,Negative,Anger,refill isi pulpen frixion...
Office & Stationery,kabel ties cable tie 2.5 x 150mm (15cm) cv 150 kualitas baik - putih,Jakarta Utara,3650,4.9,77000,2233,1,sangat sangat sangat sangat slow respon,Negative,Anger,kabel ties cable tie 2.5 ...
Office & Stationery,deli meteran mini plastik bahan pita fiberglass tidak mudah kerut 8214,Kab. Tangerang,14000,4.8,1928,474,1,barangnya tidak ada di kemasan,Negative,Anger,deli meteran mini plastik...
Office & Stationery,deli meteran mini plastik bahan pita fiberglass tidak mudah kerut 8214,Kab. Tangerang,14000,4.8,1928,474,1,"seller busuk, packing sembarangan ga niat, info produk nipu.. blgnya 7.5m tp kenyataannya 1.5m, jujur dikit bos kl jualan",Negative,Anger,deli meteran mini plastik...
Office & Stationery,deli business notebook leather cover 25k buku catatan bahan kulit 7911 - 25k 120 lembar,Kab. Tangerang,30000,4.8,3110,1034,1,adminnya kebanyakan bac00t.. lamban bgt.. kecewa banget dehhh,Negative,Anger,deli business notebook le...
Office & Stationery,deli business notebook leather cover 25k buku catatan bahan kulit 7911 - 25k 120 lembar,Kab. Tangerang,30000,4.8,3110,1034,1,"pelayanan sangat buruk, no debat!",Negative,Anger,deli business notebook le...
Office & Stationery,deli business notebook leather cover 25k buku catatan bahan kulit 7911 - 25k 120 lembar,Kab. Tangerang,30000,4.8,3110,1034,1,pengiriman lama banget. dari order - tiba di tujuan 7 hari. padahal order tempat lain 2 hari sampai,Negative,Anger,deli business notebook le...
Office & Stationery,kertas hvs a4 | 75 grm | paperone,Jakarta Barat,37300,4.9,7560,1736,1,packing buruk. kertas sampai pada sobek bungkusnya.,Negative,Anger,kertas hvs a4 | 75 grm | ...
Office & Stationery,kertas hvs a4 | 75 grm | paperone,Jakarta Barat,37300,4.9,7560,1736,1,"tokonya songgong brg rusak minta dibebanin ke konsumen, ngak usah jd penjual kalo bubble dibebankan ke. pembeli",Negative,Anger,kertas hvs a4 | 75 grm | ...
Office & Stationery,deli mini cutter portabel durable cute size e2050 - biru,Kab. Tangerang,4500,4.9,9838,3015,1,pesan barang tapi pas promo 11.11 tapi tidak dikirim malah disuruh refund duit yg dikirim cuma barang hak sale! gajelas sale nya! nipu bgt itu sale padahal official store,Negative,Anger,deli mini cutter portabel...
Office & Stationery,deli mini cutter portabel durable cute size e2050 - biru,Kab. Tangerang,4500,4.9,9838,3015,1,pengiriman lama banget parah,Negative,Anger,deli mini cutter portabel...
Office & Stationery,deli mini cutter portabel durable cute size e2050 - biru,Kab. Tangerang,4500,4.9,9838,3015,1,minta warna putih dikasih hijau.. seller banyak alasan babibu..,Negative,Anger,deli mini cutter portabel...
Office & Stationery,kertas hvs paper one a4 - 80 gr,Jakarta Selatan,41800,5.0,8205,1712,1,barang pecah dikirim,Negative,Anger,kertas hvs paper one a4 -...
Office & Stationery,label barcode 100 x 150 mm kertas sticker direct thermal 100x150 350pc,Jakarta Barat,48500,4.7,306,20,1,ini seller ngeyel bgt.. uda 3x belanjanya thermal 100x150 dgn beratnya 900gr per roll.. kali ini dpt 12 roll berat 600gr.. diminta retur byk x alasan.. jelas ini penurunan kualitas atao isi.. silahkan kalian yg srg belanja cek aja.. jualan kgk usa bgitunya..,Negative,Anger,label barcode 100 x 150 m...
Office & Stationery,lakban bening / cokelat 2 inch x 90 yard ( 45mm x 90 yard) - bening,Kota Tangerang Selatan,7500,4.9,24600,811,1,fix bukan 90yard ternyata tebalnya hanya 9 mm tipis boss gak sesuai judul!!!,Negative,Anger,lakban bening / cokelat 2...
Office & Stationery,kertas kasir struk paper roll 58x40mm thermal pos receipt printer,Jakarta Barat,35000,4.9,97000,8995,1,"pengiriman lamaaaaaa banget, sampai sudah beli ditempat lain baru datang, pengiriman lebih 1 bulan...kacau ??",Negative,Anger,kertas kasir struk paper ...
Office & Stationery,lakban solatip isolasi opp bening 2 inch 45mm x 90 yard 45micron murah - 90yard - 70m,Jakarta Utara,6250,4.9,76600,2221,1,"beli 11, dikirim cuma 6, komplain no respon, gak solutif, rugi beli disini, kapok ??????",Negative,Anger,lakban solatip isolasi op...
Office & Stationery,lakban solatip isolasi opp bening 2 inch 45mm x 90 yard 45micron murah - 90yard - 70m,Jakarta Utara,6250,4.9,76600,2221,1,"toko benalu, gk jelas barangnya.. sampah",Negative,Anger,lakban solatip isolasi op...
Office & Stationery,lakban solatip isolasi opp bening 2 inch 45mm x 90 yard 45micron murah - 90yard - 70m,Jakarta Utara,6250,4.9,76600,2221,1,"nipu,ini mah bukan 90 yard wkwkwk kaco",Negative,Anger,lakban solatip isolasi op...
Office & Stationery,lakban bening coklat 2 inch x 90 yard ( 45mm x 90 yard) setara daimaru - bening,Jakarta Barat,7300,4.9,444300,14600,1,sellernya aneh.. jawabnya apa.. yg dilakuin apa.. ga singkron . ribet,Negative,Anger,lakban bening coklat 2 in...
Office & Stationery,"double tape 3m vhb 24mm x 4,5mtr - lem 3m - double tape 3m - 24mm x4,5mtr",Jakarta Barat,35000,4.9,5008,1001,1,barang nya kw!!! lengket sangat lemah beda dengan 3m ori,Negative,Anger,double tape 3m vhb 24mm x...
Office & Stationery,deli mini cutter portabel durable cute size e2050 - biru,Kab. Tangerang,4500,4.9,9846,3017,1,"barang tidak dikirim, deli raja drama di ecom sini atupun oranye. jangan lagi beli disini kalo mereka ngadain promo. saat complain dan mau kekurangan barang dikirim pun tidak di acc alasan stok kosong. jadi dana dikembalikan sesuai harga promo. kalo ga niat bikin promo tolong ga usah bikin, kalo nama deli jelek kan deli sendiri yang rugi. bye ga akan beli deli lagi",Negative,Anger,deli mini cutter portabel...
Office & Stationery,"notebook #binding/ custom/ planner dotted/ grid/ journal/ agenda - garis, hitam",Kota Tangerang Selatan,85000,4.9,3294,1136,1,"pengiriman lama, barang nya cacat tolong diperbaiki layanan nya !",Negative,Anger,notebook #binding/ custom...
Office & Stationery,"notebook #binding/ custom/ planner dotted/ grid/ journal/ agenda - garis, hitam",Kota Tangerang Selatan,85000,4.9,3294,1136,1,"salah kirim produk, admin lama banget balesnya. proses retur gak jelas",Negative,Anger,notebook #binding/ custom...
Office & Stationery,document bag tas dokumen joyko dcb-49 - bill,Jakarta Utara,18200,4.9,1555,504,1,"barang tidak sampai,kembalikan uang saya..!!!",Negative,Anger,document bag tas dokumen ...
Office & Stationery,deli cartoon sticker / stiker kartun bisa ditempel dimana saja 2592x - merah muda,Kab. Tangerang,5000,4.4,2113,508,1,ga dikirim payah,Negative,Anger,deli cartoon sticker / st...
Office & Stationery,deli cartoon sticker / stiker kartun bisa ditempel dimana saja 2592x - merah muda,Kab. Tangerang,5000,4.4,2113,508,1,barangnya gajelas masa beli 6 dikirim dua,Negative,Anger,deli cartoon sticker / st...
Office & Stationery,pengikat kabel / penggulung cable / binder klip cable / cord holder - hitam,Jakarta Utara,900,4.9,20700,3246,1,"pihak toko tidak jelas, di minta barang a yg datang barang b, dan pihak toko merasa benar, ada barang yg ga di kirim pengambalian 14 hari katanua sd skrg juga blm",Negative,Anger,pengikat kabel / penggulu...
Office & Stationery,cable ties nylon kabel tis pengikat nilon joyko - cbt-9 10cm,Jakarta Utara,3900,4.9,6258,906,1,pengiriman lambat polllllll!!! ga pantes jadi official store.,Negative,Anger,cable ties nylon kabel ti...
Office & Stationery,( isi 30 roll) kertas print kasir thermal paper roll 57 x 30 / 57x30,Kota Tangerang Selatan,58500,4.9,2294,795,5,belanja disini mantap pengiriman cepat dan barangnya rekomended dan packing aman dan rapi bakal belanja lagi disini insyaallah,Positive,Love,( isi 30 roll) kertas pri...
Office & Stationery,( isi 30 roll) kertas print kasir thermal paper roll 57 x 30 / 57x30,Kota Tangerang Selatan,58500,4.9,2294,795,5,"real pict, real spek, packing rapih dan sangat aman walaupun kertas printer thermal tp dikasih label fragile, sellernya recomended sekali, mantaaabbbss ??",Positive,Love,( isi 30 roll) kertas pri...
Office & Stationery,( isi 30 roll) kertas print kasir thermal paper roll 57 x 30 / 57x30,Kota Tangerang Selatan,58500,4.9,2294,795,5,thanks gan paket udah mendarat dengan selamat...pelayanan ok mantab..super fast respon..top very recomended seller,Positive,Love,( isi 30 roll) kertas pri...
Office & Stationery,gel pen / pulpen / pena joyko gp-265 / q gel / 0.5 mm - black,Jakarta Utara,5500,4.9,63300,5051,5,"merek pena favoritt, murah, tintanya nyata, ga pernah macet, selalu smooth klo buat nulis",Positive,Love,gel pen / pulpen / pena j...
Office & Stationery,joyko whiteboard marker spidol papan putih - black,Jakarta Utara,6400,4.9,15800,2007,5,"waaah seneng bgt beli peralatan tulis di joyko, lengkaaap, barangnya bagus semua, harga terjangkau, sellernya fast respon, anak2 happy, top deh pokoknya ???",Positive,Love,joyko whiteboard marker s...
Office & Stationery,ball pen pulpen pena joyko bp-273 zeto 0.7 mm 1 box 12 pcs,Jakarta Utara,9300,4.9,8129,3075,5,mantappppppppppppppppppppppppppppppppp,Positive,Love,ball pen pulpen pena joyk...
Office & Stationery,correction tape / pita koreksi joyko ct-522,Jakarta Utara,5640,4.9,11100,2134,5,barang-barang nya bagus. dan kurirnya rela mengantarkan walupun gerimis. salut sama kurirnya?????????????? ????????,Positive,Love,correction tape / pita ko...
Office & Stationery,"stempel warna flash i otomatis design custom - kecil, 1 warna",Jakarta Timur,25000,5.0,6409,2333,5,"fast respon, recommended seller",Positive,Love,stempel warna flash i oto...
Office & Stationery,"stempel warna flash i otomatis design custom - kecil, 1 warna",Jakarta Timur,25000,5.0,6409,2333,5,"mantap fast response, penjual ramah dan solutif next pasti order disini lagi thanks gan!",Positive,Love,stempel warna flash i oto...
Office & Stationery,refill isi pulpen frixion pilot 0.7/0.5 atk - 0.5 hitam,Jakarta Barat,11799,4.9,38000,2348,5,barang sampai cepeeet banget terima kasih top bgt ??????????,Positive,Love,refill isi pulpen frixion...
Office & Stationery,"stempel warna flash i otomatis design custom - kecil, 1 warna",Jakarta Timur,25000,5.0,6409,2333,5,"kualitas barangnya bagus sesuai dengan harapan customer, respon chat jg cepat dan ramah. rekomended seller.. sukses terus lapaknya gan.",Positive,Love,stempel warna flash i oto...
Office & Stationery,kabel ties cable tie 2.5 x 150mm (15cm) cv 150 kualitas baik - putih,Jakarta Utara,3650,4.9,77000,2233,5,bagus semuaaaaanyaaaaaa????????????????????,Positive,Love,kabel ties cable tie 2.5 ...
Office & Stationery,"stempel warna flash i otomatis design custom - kecil, 1 warna",Jakarta Timur,25000,5.0,6409,2333,5,repeat order yg entah keberapa. selalu puas. makasiii banyak gan. sukses selaloeee yaaaa...,Positive,Love,stempel warna flash i oto...
Office & Stationery,"stempel warna flash i otomatis design custom - kecil, 1 warna",Jakarta Timur,25000,5.0,6409,2333,5,"pelayanan ramah, design maksimal, hasil sesuai harapan. recommended..",Positive,Love,stempel warna flash i oto...
Office & Stationery,deli meteran mini plastik bahan pita fiberglass tidak mudah kerut 8214,Kab. Tangerang,14000,4.8,1928,474,5,"mungil bntukny tp bnyak fungsi, kualitas mantaapppp",Positive,Love,deli meteran mini plastik...
Office & Stationery,"stempel warna flash i otomatis design custom - kecil, 1 warna",Jakarta Timur,25000,5.0,6409,2333,5,"produk bagus, proses sangat cepat, penjual ramah dan desain bagus, kami akan pesan lagi",Positive,Love,stempel warna flash i oto...
Office & Stationery,"stempel warna flash i otomatis design custom - kecil, 1 warna",Jakarta Timur,25000,5.0,6409,2333,5,"fast respon, barang bagus, recommend..",Positive,Love,stempel warna flash i oto...
Office & Stationery,"stempel warna flash i otomatis design custom - kecil, 1 warna",Jakarta Timur,25000,5.0,6409,2333,5,"barang cepat banget diproses, dibungkusnya pun sangat rapi.. mantap.bisa buat langganan ini .",Positive,Love,stempel warna flash i oto...
Office & Stationery,kertas hvs a4 | 75 grm | paperone,Jakarta Barat,37300,4.9,7560,1736,5,benar benar disarankan untuk pembeli lain membeli tambahan packing.. tapi selebihnya kertasnya ok tidak cacat sama sekali.. harganya juga terjangkau.. best lah??,Positive,Love,kertas hvs a4 | 75 grm | ...
Office & Stationery,kertas hvs a4 | 75 grm | paperone,Jakarta Barat,37300,4.9,7560,1736,5,mantaaaaaaaaapppppp pelayanan cepat pengirimannya... top markotop 10 bintang recommended. pagi order malam udah nyampe... luar biasa,Positive,Love,kertas hvs a4 | 75 grm | ...
Office & Stationery,deli mini cutter portabel durable cute size e2050 - biru,Kab. Tangerang,4500,4.9,9838,3015,5,"gumush bgt cutternyaa imut�, warna pinkkknya cutee, seneng bangedddd lochh. thank you deliii. peralatannya lengkap and keren????",Positive,Love,deli mini cutter portabel...
Office & Stationery,deli mini cutter portabel durable cute size e2050 - biru,Kab. Tangerang,4500,4.9,9838,3015,5,"pengirimannya cepet banget, aku pesen kemarin hari ini udah sampe. barangnya juga aman, no damage samsek. mantappp??????",Positive,Love,deli mini cutter portabel...
Office & Stationery,deli mini cutter portabel durable cute size e2050 - biru,Kab. Tangerang,4500,4.9,9838,3015,5,"pengirimannya lumayan cepat. warna cutternya sangattt cantik dan ukurannya mungil, jadi bisa dibawa kemana aja. mantappp bgt",Positive,Love,deli mini cutter portabel...
Office & Stationery,"stempel warna flash i otomatis design custom - kecil, 1 warna",Jakarta Timur,25000,5.0,6409,2333,5,"pelayanan ramah, gratis design, pokoknya rekomendasi banget bikin cap disini",Positive,Love,stempel warna flash i oto...
Office & Stationery,lakban bening ksatria tape 200 yard,Jakarta Pusat,15988,5.0,14500,991,5,"ernyata tebel bangat.. pengiriman cepat, packing aman, kualitas barang oke.. kereenn banget.. thanx",Positive,Love,lakban bening ksatria tap...
Office & Stationery,"stempel warna flash i otomatis design custom - kecil, 1 warna",Jakarta Timur,25000,5.0,6409,2333,5,"seller komunikatif, pengerjaan cepat. udh repeat order",Positive,Love,stempel warna flash i oto...
Office & Stationery,lakban bening ksatria tape 200 yard,Jakarta Pusat,15988,5.0,14500,991,5,"fast response, diproses & dikirim langsung, dikemas dengan baik (rapi & sangat aman), pengiriman sangat cepat, harga ekonomis (murah), pesanan lengkap sesuai, kualitas produk sangat baik (lentur & melekat kuat), trusted seller, produk & penjual sangat direkomendasikan, terima kasih.",Positive,Love,lakban bening ksatria tap...
Office & Stationery,lakban bening ksatria tape 200 yard,Jakarta Pusat,15988,5.0,14500,991,5,terbaik lah pokoknya. packing lakban doang rapih banget. keren ?? lakbannya juga rekat banget,Positive,Love,lakban bening ksatria tap...
Office & Stationery,lakban bening ksatria tape 200 yard,Jakarta Pusat,15988,5.0,14500,991,5,"top banget, kurir ramah banget, udah langganan sicepat top dah, terimakasih seller dan kurir , gak lupa juga tokopedia terimakasih ???",Positive,Love,lakban bening ksatria tap...
Office & Stationery,lakban tokopedia - putih,Jakarta Timur,8500,4.9,55900,5522,5,"barangnya original, harga murah, pengiriman cepat. terimakasih tokopedia, terimakasih seller dan terimakasih untuk para kurir.. semoga kita sehat selalu dan dijauhkan dr segala macam virus.. cepat sembuh indonesiaku.. love ya!",Positive,Love,lakban tokopedia - putih
Office & Stationery,lakban tokopedia - putih,Jakarta Timur,8500,4.9,55900,5522,5,"tokopedia, dabest.. thankssssssssssssssss",Positive,Love,lakban tokopedia - putih
Office & Stationery,"stempel warna flash i otomatis design custom - kecil, 1 warna",Jakarta Timur,25000,5.0,6409,2333,5,pelayanan bagus besok2 order lagi,Positive,Love,stempel warna flash i oto...
Office & Stationery,"stempel warna flash i otomatis design custom - kecil, 1 warna",Jakarta Timur,25000,5.0,6409,2333,5,"respon cepet, ramah, solutif, kerjaan cepet banget, harga kompetitif kerenn recommended seller",Positive,Love,stempel warna flash i oto...
Office & Stationery,lakban tokopedia - hitam,Jakarta Timur,10000,5.0,11600,1506,5,"produknya bagus n sesuai dgn pesanan sya, seller mantul makasih skss selalu",Positive,Love,lakban tokopedia - hitam
Office & Stationery,label barcode murah 100 x 150 a6 kertas stiker thermal 500 pcs,Jakarta Utara,75000,5.0,7118,551,5,"rekomendasi bangett toko ini kiriman cepat, insya alloh langganan",Positive,Love,label barcode murah 100 x...
Office & Stationery,label barcode murah 100 x 150 a6 kertas stiker thermal 500 pcs,Jakarta Utara,75000,5.0,7118,551,5,"pengiriman cepat, produk sangat good daya rekat bagus, seller sangat amanah, jangan ragu belanja disini ??",Positive,Love,label barcode murah 100 x...
Office & Stationery,label barcode murah 100 x 150 a6 kertas stiker thermal 500 pcs,Jakarta Utara,75000,5.0,7118,551,5,bagus barangnya udah berkali kali beli di sini,Positive,Love,label barcode murah 100 x...
Office & Stationery,label barcode murah 100 x 150 a6 kertas stiker thermal 500 pcs,Jakarta Utara,75000,5.0,7118,551,5,"bagus, pengiriman cepet banget bakal jadi langganan nih",Positive,Love,label barcode murah 100 x...
Office & Stationery,label barcode murah 100 x 150 a6 kertas stiker thermal 500 pcs,Jakarta Utara,75000,5.0,7118,551,5,"toko langganan, karena pengiriman sangat cepat. terimakasih",Positive,Love,label barcode murah 100 x...
Office & Stationery,gel pen / pulpen / pena joyko gp-265 / q gel / 0.5 mm - black,Jakarta Utara,5500,4.9,63300,5051,1,"?????????? barang dipesan tanggal 15, baru dikirim tgl 21 -_- mantep ga tuh mantep ga tuh",Negative,Fear,gel pen / pulpen / pena j...
Office & Stationery,whiteboard gantung 90 x 120 cm,Jakarta Timur,185000,4.9,1000,387,1,"whiteboard melengkung, alumunium bengkok, skrup hilang, mutu rendah sekali, jauh dari gambar & deskripsi",Negative,Fear,whiteboard gantung 90 x 1...
Office & Stationery,ball pen pulpen pena joyko bp-273 zeto 0.7 mm 1 box 12 pcs,Jakarta Utara,9300,4.9,8129,3075,1,barang tidak sampai. tdk ada solusi,Negative,Fear,ball pen pulpen pena joyk...
Office & Stationery,correction tape / pita koreksi joyko ct-522,Jakarta Utara,5640,4.9,11100,2134,1,patah2 dan barang nekas di buka dari packaging nya,Negative,Fear,correction tape / pita ko...
Office & Stationery,papan tulis anak tablet belajar menulis menggambar lcd writing 8.5 inc - merah,Jakarta Pusat,26000,4.9,613,257,1,"barang belum sampai sampai hari ini, toko pefia tolong reviwe lagi kerjasama dengan kurir antaraja itu, sangat lelet dan gak bertanggung jawab, barang belum sampai sdh di konfirmasi diterima pemesan hadeeehhh, kurir abal2...lama super lelet",Negative,Fear,papan tulis anak tablet b...
Office & Stationery,scissors / gunting joyko sc-838 - sc-828,Jakarta Utara,5800,4.9,6717,647,1,"pesanan tidak dikirim, tidak ada komunikasi apapun, tidak ada solusi pengembalian barang ataupun biaya",Negative,Fear,scissors / gunting joyko ...
Office & Stationery,refill isi pulpen frixion pilot 0.7/0.5 atk - 0.5 hitam,Jakarta Barat,11799,4.9,38000,2348,1,"beli 8 isi ulang sama 2 pulpen, yg dikirim cuma 6 isi ulang sama 2 pulpen. kalo jualan yang teliti dan jujur dong gan. sayangnya saya gak video in saat unboxing jadi kalo komplain gak ada buktinya. rugi 20ribu ya udah lah diiklasin aja, smoga dijadikan plajaran untuk jadi pembeli yang pintar",Negative,Fear,refill isi pulpen frixion...
Office & Stationery,refill isi pulpen frixion pilot 0.7/0.5 atk - 0.5 hitam,Jakarta Barat,11799,4.9,38000,2348,1,"order 7 hitam. dikirim 6 biru. ditanya, tidak ada respons sama sekali.",Negative,Fear,refill isi pulpen frixion...
Office & Stationery,refill isi pulpen frixion pilot 0.7/0.5 atk - 0.5 hitam,Jakarta Barat,11799,4.9,38000,2348,1,"mengenai barang sdh sesuai...., respon sangat lambat. saya minta dikirim pake sameday (6 jam). barang baru diantar dan keterima di hari ke 3 (cat : transaksi sebelum jam 11 siang). packing  barang saat pengiriman sangat seadanya. tidak rekomendasi deh klw buat yang barang pengen buru-buru diterima/dipakai.",Negative,Fear,refill isi pulpen frixion...
Office & Stationery,kertas hvs a4 | 75 grm | paperone,Jakarta Barat,37000,4.9,8097,1865,1,"dateng2 udah robek bungkusnya & kertas kotor. udah wanti2 ke penjualnya pdhal biar ga kayak gini eh tetep aja begini, bingung??",Negative,Fear,kertas hvs a4 | 75 grm | ...
Office & Stationery,kalkulator citizen sdc 868l 12 digit 2 power,Jakarta Utara,38500,4.9,1003,253,1,barang pecah dan rusak saat diterima,Negative,Fear,kalkulator citizen sdc 86...
Office & Stationery,kalkulator citizen sdc 868l 12 digit 2 power,Jakarta Utara,38500,4.9,1003,253,1,kalkulator nya mati satu tolong kak sebelum di kirim barang di tes dahulu,Negative,Fear,kalkulator citizen sdc 86...
Office & Stationery,kalkulator citizen ct-512 - kalkulator ukuran sedang 12 digit,Jakarta Barat ,21900,4.9,590,108,2,beli 2 pcs tapi yang 1 rusak,Negative,Fear,kalkulator citizen ct-512...
Office & Stationery,deli business notebook leather cover 25k buku catatan bahan kulit 7911 - 25k 120 lembar,Kab. Tangerang,30000,4.8,3110,1034,1,pengiriman super duper lamaaaa!!! not recommended.,Negative,Fear,deli business notebook le...
Office & Stationery,gunting bahan shuaipu 9'' - 8 inch,Jakarta Barat,41000,4.9,1070,155,1,"beli 3 tapi ada satu barang yang rusak, malah disuruh benerin sendiri",Negative,Fear,gunting bahan shuaipu 9''...
Office & Stationery,kertas hvs a4 | 75 grm | paperone,Jakarta Barat,37300,4.9,7560,1736,1,"penipuan! barang yg dikirim hvs f4, saya baru sadar setelah pesanan selesai jadi tidak bisa ajukan komplain. hati-hati dengan penjual ini teman-teman yg mau pesan, lebih baik di toko lain saja. thx",Negative,Fear,kertas hvs a4 | 75 grm | ...
Office & Stationery,kertas hvs a4 | 75 grm | paperone,Jakarta Barat,37300,4.9,7560,1736,1,"sampai rumah, pas bungkus paket dibuka semua bungkus kertas sudah terbuka, kertas2 banyak yg rusak dan kotor. sangat tidak recommended",Negative,Fear,kertas hvs a4 | 75 grm | ...
Office & Stationery,kertas hvs a4 | 75 grm | paperone,Jakarta Barat,37300,4.9,7560,1736,1,"pengiriman tidak sesuai jadwal , pengiriman sangat lama tidak di proses proses , di anjurkan sangat kalau buru� jgn beli di toko ini pelayanan buruk , hanya cepat membalas chat saat mau beli , klau sudah beli boro� di bales , di read saja tidak",Negative,Fear,kertas hvs a4 | 75 grm | ...
Office & Stationery,grosir cutter besar joyko l500 gratis refill pisau 1 tube,Jakarta Barat,12899,5.0,10800,1345,1,"beli 5 cutter , dikirim 3 cutter blade, harusnya 5 juga cutter blade",Negative,Fear,grosir cutter besar joyko...
Office & Stationery,scissors / gunting joyko sc-838 - sc-828,Jakarta Utara,5800,4.9,6717,647,1,guntingnya ga ada d paket yg d kirimkan,Negative,Fear,scissors / gunting joyko ...
Office & Stationery,tipex correction tape cf-235 joyko,Jakarta Utara,1550,4.8,5395,366,1,jangan belanja ditoko ini !!! penipuan !!! yg dikirim barang murahan dan gak mau diganti selisih harga !!!,Negative,Fear,tipex correction tape cf-...
Office & Stationery,tipex correction tape cf-235 joyko,Jakarta Utara,1550,4.8,5395,366,1,"beli banyak macam barang, tapi produk ini tidak dikirimkan",Negative,Fear,tipex correction tape cf-...
Office & Stationery,"notebook #binding/ custom/ planner dotted/ grid/ journal/ agenda - garis, hitam",Kota Tangerang Selatan,80750,4.9,3293,184,1,"produk tidak sesuai dengan deskripsi, penjual juga salah kirim dan tdk solutif, padahal sudah dituliskan instruksi di keterangan",Negative,Fear,notebook #binding/ custom...
Office & Stationery,deli pen holder/ rak tempat alat tulis 4/8 slot space besar 893x - 8935 - 2 sekat,Kab. Tangerang,23000,4.8,1232,456,1,"pelayanan buruk sekali, pengiriman barang buruk sekali dan lama banget sampainya. kapok beli disini lagi gak lagi-lagi",Negative,Fear,deli pen holder/ rak temp...
Office & Stationery,deli notebook a5 72 lembar dengan pinggiran plastik t3272 - alpaca,Kab. Tangerang,12900,4.9,4084,1018,1,barang tidak sesuai dengan jumlah pesanan,Negative,Fear,deli notebook a5 72 lemba...
Office & Stationery,deli notebook a5 72 lembar dengan pinggiran plastik t3272 - alpaca,Kab. Tangerang,12900,4.9,4084,1018,1,"dikirim tidak sesuai pesanan, proses lama sekali.",Negative,Fear,deli notebook a5 72 lemba...
Office & Stationery,print sticker | cetak stiker vinyl a3+ dan kiss cut - matte/doff,Kab. Tangerang,35000,4.9,40400,1729,1,baru kali ini pesan di sini kecewa. hasil print meleset dari desain. seller dikasih masukan malah menyalahkan pembeli. ga bakal beli lagi.,Negative,Fear,print sticker | cetak sti...
Office & Stationery,print sticker | cetak stiker vinyl a3+ dan kiss cut - matte/doff,Kab. Tangerang,35000,4.9,40400,1729,1,"produk tidak sesuai, pesan laminasi tapi dikirim tanpa laminasi, tulisan buram, prosesur pemesanan sangat ribet",Negative,Fear,print sticker | cetak sti...
Office & Stationery,deli mini cutter portabel durable cute size e2050 - biru,Kab. Tangerang,4500,4.9,9838,3015,1,seller lama sekali kirim. order minggu buat rabu pagi sampe selasa g dikirim. baru dikirim rabunya. kamis baru sampe udah kelar butuhnya. udah request cancel bahkan sebelum barang dikirim tapi seller g mau cancelin alasan gabisa cancel dari audit sistem.,Negative,Fear,deli mini cutter portabel...
Office & Stationery,deli mini cutter portabel durable cute size e2050 - biru,Kab. Tangerang,4500,4.9,9838,3015,1,highly not recomended seller! pesan apa yang dikirim apa. tidak ada itikad baik tanggung jawab dr seller. mohon teman2 yang lain agar lebih berhati2 ya.,Negative,Fear,deli mini cutter portabel...
Office & Stationery,lakban tokopedia - putih,Jakarta Timur,8500,4.9,55900,5522,1,"waktu sampai nya lakban tokopedia di saya sangat lama,ketika saya tanyakan malah di suruh komplain,pelayanan nya buruk,admin yang bagian chatting nya sangat buruk dalam melayani customer",Negative,Fear,lakban tokopedia - putih
Office & Stationery,tempat brosur / tent holder / tent card akrilik display 2 sisi a4,Jakarta Selatan,17000,4.9,27200,1632,1,"dari 4 pesanan yg bs dipake cuma 2, itupun tidak sempurna, kemungkinn pecah di pengiriman karena paking tidak aman/seadanya..",Negative,Fear,tempat brosur / tent hold...
Office & Stationery,tempat brosur / tent holder / tent card akrilik display 2 sisi a4,Jakarta Selatan,17000,4.9,27200,1632,1,"barang pecah, dikotak tidak diberi himbauan barang mudah pecah",Negative,Fear,tempat brosur / tent hold...
Office & Stationery,kertas hvs paper one a4 - 80 gr,Jakarta Selatan,41800,5.0,8205,1712,1,"packing hanya pakai selembar plastik kresek, kertas basah semua",Negative,Fear,kertas hvs paper one a4 -...
Office & Stationery,kertas hvs paper one a4 - 80 gr,Jakarta Selatan,41800,5.0,8205,1712,1,"pengiriman lambat, pas dateng barang juga sudah sobek, debuan. ??????????????",Negative,Fear,kertas hvs paper one a4 -...
Automotive,3m smart sponge (spon cuci mobil 3m) size: 10 cm x 15 cm,Kab.eBekasi,13900,4.9,15200,4353,5,kendaraan menjadi kinclong kembali! mantap!.,Positive,Happy,3m smart sponge (spon cuc...
Automotive,3m smart sponge (spon cuci mobil 3m) size: 10 cm x 15 cm,Kab.eBekasi,13900,4.9,15200,4353,5,sesuai pesanan,Positive,Happy,3m smart sponge (spon cuc...
Automotive,3m smart sponge (spon cuci mobil 3m) size: 10 cm x 15 cm,Kab.eBekasi,13900,4.9,15200,4353,5,"barang sesuai deksripsi, pengiriman cepat dan rapi, terima kasih.",Positive,Happy,3m smart sponge (spon cuc...
